model,dataset,kind,level,mean_ratio,std_ratio,n,mean_ratio_healthy,std_ratio_healthy
PatchTST,ETTh2,shift,1.0,3.81157,1.02598,9,,
PatchTST,ETTh2,shift,2.0,12.39633,3.63190,9,,
PatchTST,ETTh2,spike,0.01,57.11992,67.52313,9,,
PatchTST,ETTh2,spike,0.03,22.91759,24.86028,9,,
PatchTST,ETTh2,spike,0.05,14.14582,12.28969,9,,
PatchTST,ETTm1,dead,1,1.54638,0.38907,9,1.00000,0.00000
PatchTST,ETTm1,dead,2,1.99974,0.55395,9,1.00000,0.00000
PatchTST,ETTm1,gauss,0.1,1.00294,0.00244,9,,
PatchTST,ETTm1,gauss,0.25,1.02190,0.01110,9,,
PatchTST,ETTm1,gauss,0.5,1.10647,0.03322,9,,
PatchTST,ETTm1,gauss,1.0,1.50344,0.10360,9,,
PatchTST,ETTm1,mask,16,1.13373,0.04901,9,,
PatchTST,ETTm1,mask,48,1.14847,0.04090,9,,
PatchTST,ETTm1,mask,96,1.16176,0.05945,9,,
PatchTST,ETTm1,scale,0.1,1.04492,0.00323,9,,
PatchTST,ETTm1,scale,0.25,1.21277,0.02602,9,,
PatchTST,ETTm1,scale,0.5,1.76045,0.11473,9,,
PatchTST,ETTm1,shift,0.5,1.89665,0.11855,9,,
PatchTST,ETTm1,shift,1.0,4.50274,0.49234,9,,
PatchTST,ETTm1,shift,2.0,14.84319,2.02057,9,,
PatchTST,ETTm1,spike,0.01,1.38674,0.09582,9,,
PatchTST,ETTm1,spike,0.03,1.86125,0.17209,9,,
PatchTST,ETTm1,spike,0.05,2.30810,0.26811,9,,
PatchTST,ETTm2,dead,1,1.73697,0.60015,9,1.00000,0.00000
PatchTST,ETTm2,dead,2,4.19239,1.81860,9,1.00000,0.00000
PatchTST,ETTm2,gauss,0.1,0.99334,0.01070,9,,
PatchTST,ETTm2,gauss,0.25,1.01257,0.02619,9,,
PatchTST,ETTm2,gauss,0.5,1.12434,0.06304,9,,
PatchTST,ETTm2,gauss,1.0,1.57243,0.17399,9,,
PatchTST,ETTm2,mask,16,2.09806,0.25885,9,,
PatchTST,ETTm2,mask,48,2.58052,0.23308,9,,
PatchTST,ETTm2,mask,96,2.48833,0.24470,9,,
PatchTST,ETTm2,scale,0.1,1.11003,0.03045,9,,
PatchTST,ETTm2,scale,0.25,1.60682,0.19385,9,,
PatchTST,ETTm2,scale,0.5,3.31946,0.78514,9,,
PatchTST,ETTm2,shift,0.5,2.29763,0.36187,9,,
PatchTST,ETTm2,shift,1.0,5.90571,1.50074,9,,
PatchTST,ETTm2,shift,2.0,20.05320,6.11411,9,,
PatchTST,ETTm2,spike,0.01,2.43304,0.45173,9,,
PatchTST,ETTm2,spike,0.03,3.39027,0.68116,9,,
PatchTST,ETTm2,spike,0.05,3.75001,0.63132,9,,
PatchTST,Weather,dead,1,1.10033,0.05541,9,1.00000,0.00000
PatchTST,Weather,dead,2,1.19027,0.10616,9,1.00000,0.00000
PatchTST,Weather,gauss,0.1,1.00624,0.00516,9,,
PatchTST,Weather,gauss,0.25,1.03567,0.02503,9,,
PatchTST,Weather,gauss,0.5,1.12076,0.06664,9,,
PatchTST,Weather,gauss,1.0,1.38439,0.17604,9,,
PatchTST,Weather,mask,16,1.07324,0.07119,9,,
PatchTST,Weather,mask,48,1.10628,0.08379,9,,
PatchTST,Weather,mask,96,1.11540,0.09356,9,,
PatchTST,Weather,scale,0.1,1.05970,0.00433,9,,
PatchTST,Weather,scale,0.25,1.23429,0.03948,9,,
PatchTST,Weather,scale,0.5,1.75201,0.18159,9,,
PatchTST,Weather,shift,0.5,2.05592,0.27905,9,,
PatchTST,Weather,shift,1.0,5.34707,1.23090,9,,
PatchTST,Weather,shift,2.0,18.63508,5.18332,9,,
PatchTST,Weather,spike,0.01,1.15849,0.07608,9,,
PatchTST,Weather,spike,0.03,1.41303,0.23359,9,,
PatchTST,Weather,spike,0.05,1.66638,0.38477,9,,
TCN,ETTh1,dead,1,1.27077,0.27797,9,1.00000,0.00000
TCN,ETTh1,dead,2,1.53292,0.39497,9,1.00000,0.00000
TCN,ETTh1,gauss,0.1,0.99098,0.01161,9,,
TCN,ETTh1,gauss,0.25,0.96714,0.03847,9,,
TCN,ETTh1,gauss,0.5,1.00505,0.05020,9,,
TCN,ETTh1,gauss,1.0,1.50066,0.43140,9,,
TCN,ETTh1,mask,16,0.99153,0.06927,9,,
TCN,ETTh1,mask,48,0.98933,0.06220,9,,
TCN,ETTh1,mask,96,1.02357,0.06730,9,,
TCN,ETTh1,scale,0.1,1.09144,0.05641,9,,
TCN,ETTh1,scale,0.25,1.28289,0.14577,9,,
TCN,ETTh1,scale,0.5,1.73228,0.31702,9,,
TCN,ETTh1,shift,0.5,1.22090,0.18972,9,,
TCN,ETTh1,shift,1.0,2.19745,0.76286,9,,
TCN,ETTh1,shift,2.0,5.91793,3.36418,9,,
TCN,ETTh1,spike,0.01,1.11286,0.06964,9,,
TCN,ETTh1,spike,0.03,1.39774,0.23074,9,,
TCN,ETTh1,spike,0.05,1.77666,0.63497,9,,
TCN,ETTh2,dead,1,1.34461,0.33734,9,1.00000,0.00000
TCN,ETTh2,dead,2,2.44621,1.09355,9,1.00000,0.00000
TCN,ETTh2,gauss,0.1,1.00304,0.00465,9,,
TCN,ETTh2,gauss,0.25,1.03280,0.00891,9,,
TCN,ETTh2,gauss,0.5,1.15981,0.04958,9,,
TCN,ETTh2,gauss,1.0,2.19140,0.66911,9,,
TCN,ETTh2,mask,16,2.19713,0.79241,9,,
TCN,ETTh2,mask,48,1.77905,0.40451,9,,
TCN,ETTh2,mask,96,1.68558,0.34639,9,,
TCN,ETTh2,scale,0.1,1.02846,0.04933,9,,
TCN,ETTh2,scale,0.25,1.14346,0.06171,9,,
TCN,ETTh2,scale,0.5,1.47228,0.14576,9,,
TCN,ETTh2,shift,0.5,1.51363,0.43477,9,,
TCN,ETTh2,shift,1.0,2.92735,1.23017,9,,
TCN,ETTh2,shift,2.0,8.24392,4.19527,9,,
TCN,ETTh2,spike,0.01,1.47297,0.37216,9,,
TCN,ETTh2,spike,0.03,4.31261,5.25408,9,,
TCN,ETTh2,spike,0.05,9.11001,14.81664,9,,
TCN,ETTm1,dead,1,1.50689,0.38993,9,1.00000,0.00000
TCN,ETTm1,dead,2,1.94182,0.55107,9,1.00000,0.00000
TCN,ETTm1,gauss,0.1,1.00311,0.00181,9,,
TCN,ETTm1,gauss,0.25,1.03186,0.01451,9,,
TCN,ETTm1,gauss,0.5,1.43623,0.17981,9,,
TCN,ETTm1,gauss,1.0,5.78207,3.72169,9,,
TCN,ETTm1,mask,16,1.10209,0.04290,9,,
TCN,ETTm1,mask,48,1.12201,0.04701,9,,
TCN,ETTm1,mask,96,1.10549,0.04022,9,,
TCN,ETTm1,scale,0.1,1.02485,0.01129,9,,
TCN,ETTm1,scale,0.25,1.13805,0.04456,9,,
TCN,ETTm1,scale,0.5,1.52381,0.14612,9,,
TCN,ETTm1,shift,0.5,1.58590,0.11708,9,,
TCN,ETTm1,shift,1.0,3.51437,0.45644,9,,
TCN,ETTm1,shift,2.0,11.45556,1.97326,9,,
TCN,ETTm1,spike,0.01,1.95878,0.46067,9,,
TCN,ETTm1,spike,0.03,4.73134,2.13077,9,,
TCN,ETTm1,spike,0.05,8.41258,5.29042,9,,
TCN,ETTm2,dead,1,1.69104,0.56210,9,1.00000,0.00000
TCN,ETTm2,dead,2,3.93188,1.68101,9,1.00000,0.00000
TCN,ETTm2,gauss,0.1,1.00340,0.00339,9,,
TCN,ETTm2,gauss,0.25,1.03960,0.01682,9,,
TCN,ETTm2,gauss,0.5,1.31912,0.15523,9,,
TCN,ETTm2,gauss,1.0,2.70129,0.95860,9,,
TCN,ETTm2,mask,16,3.00921,0.20730,9,,
TCN,ETTm2,mask,48,2.45486,0.28928,9,,
TCN,ETTm2,mask,96,2.15593,0.33532,9,,
TCN,ETTm2,scale,0.1,0.95459,0.03190,9,,
TCN,ETTm2,scale,0.25,1.09705,0.19999,9,,
TCN,ETTm2,scale,0.5,1.89629,0.79264,9,,
TCN,ETTm2,shift,0.5,2.26181,0.40997,9,,
TCN,ETTm2,shift,1.0,5.23446,1.59290,9,,
TCN,ETTm2,shift,2.0,16.59527,6.33596,9,,
TCN,ETTm2,spike,0.01,1.78048,0.39330,9,,
TCN,ETTm2,spike,0.03,3.04157,0.66861,9,,
TCN,ETTm2,spike,0.05,3.96695,1.06790,9,,
TCN,Weather,dead,1,1.10205,0.05563,9,1.00000,0.00000
TCN,Weather,dead,2,1.19438,0.11181,9,1.00000,0.00000
TCN,Weather,gauss,0.1,1.00696,0.00302,9,,
TCN,Weather,gauss,0.25,1.04972,0.01561,9,,
TCN,Weather,gauss,0.5,1.26808,0.07593,9,,
TCN,Weather,gauss,1.0,1.83611,0.22627,9,,
TCN,Weather,mask,16,1.18563,0.12436,9,,
TCN,Weather,mask,48,1.18719,0.12300,9,,
TCN,Weather,mask,96,1.17859,0.12428,9,,
TCN,Weather,scale,0.1,1.01207,0.00844,9,,
TCN,Weather,scale,0.25,1.08011,0.05024,9,,
TCN,Weather,scale,0.5,1.30895,0.18968,9,,
TCN,Weather,shift,0.5,2.22242,0.35884,9,,
TCN,Weather,shift,1.0,5.21643,1.46476,9,,
TCN,Weather,shift,2.0,15.17082,5.98010,9,,
TCN,Weather,spike,0.01,1.12664,0.04057,9,,
TCN,Weather,spike,0.03,1.40350,0.12078,9,,
TCN,Weather,spike,0.05,1.66366,0.21394,9,,
TSMixer,ETTh1,dead,1,1.36689,0.31842,9,1.00371,0.02643
TSMixer,ETTh1,dead,2,1.70985,0.42620,9,1.01741,0.06270
TSMixer,ETTh1,gauss,0.1,1.00521,0.00500,9,,
TSMixer,ETTh1,gauss,0.25,1.02599,0.01494,9,,
TSMixer,ETTh1,gauss,0.5,1.09328,0.03176,9,,
TSMixer,ETTh1,gauss,1.0,1.34967,0.08215,9,,
TSMixer,ETTh1,mask,16,1.05214,0.03891,9,,
TSMixer,ETTh1,mask,48,1.09008,0.03525,9,,
TSMixer,ETTh1,mask,96,1.15336,0.04739,9,,
TSMixer,ETTh1,scale,0.1,1.05723,0.00684,9,,
TSMixer,ETTh1,scale,0.25,1.21648,0.00894,9,,
TSMixer,ETTh1,scale,0.5,1.67760,0.04763,9,,
TSMixer,ETTh1,shift,0.5,1.41434,0.21275,9,,
TSMixer,ETTh1,shift,1.0,3.09061,0.64942,9,,
TSMixer,ETTh1,shift,2.0,10.22892,2.19591,9,,
TSMixer,ETTh1,spike,0.01,1.14827,0.04768,9,,
TSMixer,ETTh1,spike,0.03,1.44347,0.12148,9,,
TSMixer,ETTh1,spike,0.05,1.73782,0.17058,9,,
TSMixer,ETTh2,dead,1,1.44604,0.35647,9,0.99878,0.00805
TSMixer,ETTh2,dead,2,3.09785,0.98042,9,1.00190,0.00810
TSMixer,ETTh2,gauss,0.1,1.00793,0.00388,9,,
TSMixer,ETTh2,gauss,0.25,1.05807,0.02073,9,,
TSMixer,ETTh2,gauss,0.5,1.25313,0.08449,9,,
TSMixer,ETTh2,gauss,1.0,2.14545,0.38432,9,,
TSMixer,ETTh2,mask,16,1.47594,0.27481,9,,
TSMixer,ETTh2,mask,48,1.66929,0.29329,9,,
TSMixer,ETTh2,mask,96,1.63689,0.19607,9,,
TSMixer,ETTh2,scale,0.1,1.13313,0.01201,9,,
TSMixer,ETTh2,scale,0.25,1.56865,0.04126,9,,
TSMixer,ETTh2,scale,0.5,2.92339,0.19947,9,,
TSMixer,ETTh2,shift,0.5,1.69643,0.21894,9,,
TSMixer,ETTh2,shift,1.0,3.96848,0.71445,9,,
TSMixer,ETTh2,shift,2.0,13.23944,2.55159,9,,
TSMixer,ETTh2,spike,0.01,1.40978,0.12866,9,,
TSMixer,ETTh2,spike,0.03,2.49813,0.45988,9,,
TSMixer,ETTh2,spike,0.05,3.64168,0.87214,9,,
TSMixer,ETTm1,dead,1,1.52538,0.37988,9,0.99963,0.00176
TSMixer,ETTm1,dead,2,1.96860,0.53494,9,1.00240,0.00171
TSMixer,ETTm1,gauss,0.1,1.00373,0.00122,9,,
TSMixer,ETTm1,gauss,0.25,1.02301,0.00698,9,,
TSMixer,ETTm1,gauss,0.5,1.09058,0.02757,9,,
TSMixer,ETTm1,gauss,1.0,1.35813,0.10971,9,,
TSMixer,ETTm1,mask,16,1.10519,0.05536,9,,
TSMixer,ETTm1,mask,48,1.11684,0.05722,9,,
TSMixer,ETTm1,mask,96,1.11207,0.04878,9,,
TSMixer,ETTm1,scale,0.1,1.05660,0.00297,9,,
TSMixer,ETTm1,scale,0.25,1.24268,0.02550,9,,
TSMixer,ETTm1,scale,0.5,1.82264,0.11280,9,,
TSMixer,ETTm1,shift,0.5,1.81554,0.14603,9,,
TSMixer,ETTm1,shift,1.0,4.29367,0.54659,9,,
TSMixer,ETTm1,shift,2.0,14.23772,2.11372,9,,
TSMixer,ETTm1,spike,0.01,1.15213,0.04747,9,,
TSMixer,ETTm1,spike,0.03,1.45975,0.14256,9,,
TSMixer,ETTm1,spike,0.05,1.77017,0.23156,9,,
TSMixer,ETTm2,dead,1,1.73391,0.58271,9,0.99773,0.00523
TSMixer,ETTm2,dead,2,4.21131,1.77193,9,0.99851,0.00745
TSMixer,ETTm2,gauss,0.1,1.00617,0.00446,9,,
TSMixer,ETTm2,gauss,0.25,1.04284,0.01524,9,,
TSMixer,ETTm2,gauss,0.5,1.17870,0.05548,9,,
TSMixer,ETTm2,gauss,1.0,1.74029,0.21152,9,,
TSMixer,ETTm2,mask,16,1.68267,0.30547,9,,
TSMixer,ETTm2,mask,48,2.16566,0.37473,9,,
TSMixer,ETTm2,mask,96,2.26858,0.34770,9,,
TSMixer,ETTm2,scale,0.1,1.13128,0.02734,9,,
TSMixer,ETTm2,scale,0.25,1.67045,0.18001,9,,
TSMixer,ETTm2,scale,0.5,3.48169,0.73520,9,,
TSMixer,ETTm2,shift,0.5,2.18346,0.35068,9,,
TSMixer,ETTm2,shift,1.0,5.70018,1.43760,9,,
TSMixer,ETTm2,shift,2.0,19.73335,5.82098,9,,
TSMixer,ETTm2,spike,0.01,1.30157,0.09450,9,,
TSMixer,ETTm2,spike,0.03,1.93845,0.27820,9,,
TSMixer,ETTm2,spike,0.05,2.58439,0.45139,9,,
TSMixer,Weather,dead,1,1.09784,0.05339,9,1.00019,0.00028
TSMixer,Weather,dead,2,1.18543,0.10198,9,1.00044,0.00055
TSMixer,Weather,gauss,0.1,1.00273,0.00147,9,,
TSMixer,Weather,gauss,0.25,1.01728,0.00871,9,,
TSMixer,Weather,gauss,0.5,1.07474,0.03604,9,,
TSMixer,Weather,gauss,1.0,1.31497,0.15018,9,,
TSMixer,Weather,mask,16,1.08095,0.07460,9,,
TSMixer,Weather,mask,48,1.11482,0.08773,9,,
TSMixer,Weather,mask,96,1.11675,0.09481,9,,
TSMixer,Weather,scale,0.1,1.05470,0.00067,9,,
TSMixer,Weather,scale,0.25,1.21755,0.02653,9,,
TSMixer,Weather,scale,0.5,1.70446,0.14572,9,,
TSMixer,Weather,shift,0.5,2.12465,0.29638,9,,
TSMixer,Weather,shift,1.0,5.42757,1.22896,9,,
TSMixer,Weather,shift,2.0,18.56818,5.00368,9,,
TSMixer,Weather,spike,0.01,1.12830,0.05897,9,,
TSMixer,Weather,spike,0.03,1.40252,0.18780,9,,
TSMixer,Weather,spike,0.05,1.68038,0.32247,9,,
